ensembl_gene_id	external_gene_id	refseq_mrna
ENSMUSG00000033186	Mzt1	NM_175245
ENSMUSG00000022671	Mzt2	NM_029354
ENSMUSG00000031652	N4bp1	NM_030563
ENSMUSG00000037795	N4bp2	NM_001024917
ENSMUSG00000001053	N4bp3	NM_145974
ENSMUSG00000044442	N6amt1	NM_026366
ENSMUSG00000044442	N6amt1	NM_001159331
ENSMUSG00000021951	N6amt2	NM_026526
ENSMUSG00000031388	Naa10	NM_019870
ENSMUSG00000031388	Naa10	NM_001177965
ENSMUSG00000002728	Naa20	NM_001141965
ENSMUSG00000002728	Naa20	NM_026425
ENSMUSG00000042719	Naa25	NM_172722
ENSMUSG00000036282	Naa30	NM_001081430
ENSMUSG00000044155	Naa38	NM_133939
ENSMUSG00000024764	Naa40	NM_027643
ENSMUSG00000022698	Naa50	NM_028108
ENSMUSG00000005982	Naa60	NM_029090
ENSMUSG00000029413	Naaa	NM_001163687
ENSMUSG00000029413	Naaa	NM_025972
ENSMUSG00000002881	Nab1	NM_008667
ENSMUSG00000025402	Nab2	NM_008668
ENSMUSG00000025402	Nab2	NM_001122895
ENSMUSG00000026107	Nabp1	NM_028696
ENSMUSG00000025374	Nabp2	NM_027257
ENSMUSG00000061315	Naca	NM_001113199
ENSMUSG00000061315	Naca	NM_013608
ENSMUSG00000041073	Nacad	NM_001081652
ENSMUSG00000001910	Nacc1	NM_025788
ENSMUSG00000026932	Nacc2	NM_001037098
ENSMUSG00000026932	Nacc2	NM_026495
ENSMUSG00000022253	Nadkd1	NM_001040395
ENSMUSG00000022253	Nadkd1	NM_001085410
ENSMUSG00000031090	Nadsyn1	NM_030221
ENSMUSG00000031878	Nae1	NM_144931
ENSMUSG00000014907	Naf1	NM_001163564
ENSMUSG00000022453	Naga	NM_008669
ENSMUSG00000034744	Nagk	NM_019542
ENSMUSG00000034744	Nagk	NM_001164187
ENSMUSG00000001751	Naglu	NM_013792
ENSMUSG00000023143	Nagpa	NM_013796
ENSMUSG00000039164	Naif1	NM_194335
ENSMUSG00000020572	Nampt	NM_021524
ENSMUSG00000012396	Nanog	NM_028016
ENSMUSG00000053916	Nanp	NM_026086
ENSMUSG00000028334	Nans	NM_053179
ENSMUSG00000058799	Nap1l1	NM_001146707
ENSMUSG00000058799	Nap1l1	NM_015781
ENSMUSG00000082229	Nap1l2	NM_008671
ENSMUSG00000059119	Nap1l4	NM_008672
ENSMUSG00000006024	Napa	NM_025898
ENSMUSG00000027438	Napb	NM_019632
ENSMUSG00000044968	Napepld	NM_178728
ENSMUSG00000024581	Napg	NM_028017
ENSMUSG00000022574	Naprt1	NM_172607
ENSMUSG00000000056	Narf	NM_026272
ENSMUSG00000002280	Narfl	NM_026238
ENSMUSG00000024587	Nars	NM_027350
ENSMUSG00000024587	Nars	NM_001142950
ENSMUSG00000018995	Nars2	NM_153591
ENSMUSG00000028693	Nasp	NM_001081475
ENSMUSG00000028693	Nasp	NM_016777
ENSMUSG00000027185	Nat10	NM_153126
ENSMUSG00000035285	Nat14	NM_201355
ENSMUSG00000051147	Nat2	NM_001168577
ENSMUSG00000051147	Nat2	NM_010874
ENSMUSG00000079334	Nat6	NM_019750
ENSMUSG00000015542	Nat9	NM_025400
ENSMUSG00000009418	Nav1	NM_173437
ENSMUSG00000052512	Nav2	NM_001111016
ENSMUSG00000052512	Nav2	NM_175272
ENSMUSG00000020181	Nav3	NM_001081035
ENSMUSG00000020576	Nbas	NM_027706
ENSMUSG00000027799	Nbea	NM_030595
ENSMUSG00000073664	Nbeal1	NM_173444
ENSMUSG00000056724	Nbeal2	NM_183276
ENSMUSG00000039542	Ncam1	NM_001113204
ENSMUSG00000039542	Ncam1	NM_001081445
ENSMUSG00000039542	Ncam1	NM_010875
ENSMUSG00000002341	Ncan	NM_007789
ENSMUSG00000035024	Ncapd3	NM_178113
ENSMUSG00000015880	Ncapg	NM_019438
ENSMUSG00000042029	Ncapg2	NM_133762
ENSMUSG00000034906	Ncaph	NM_144818
ENSMUSG00000008690	Ncaph2	NM_001271600
ENSMUSG00000008690	Ncaph2	NM_001115132
ENSMUSG00000008690	Ncaph2	NM_025795
ENSMUSG00000008690	Ncaph2	NM_001271601
ENSMUSG00000028330	Ncbp1	NM_001033201
ENSMUSG00000022774	Ncbp2	NM_026554
ENSMUSG00000028833	Ncdn	NM_011986
ENSMUSG00000015950	Ncf1	NM_010876
ENSMUSG00000026480	Ncf2	NM_010877
ENSMUSG00000071715	Ncf4	NM_008677
ENSMUSG00000032475	Nck1	NM_010878
ENSMUSG00000066877	Nck2	NM_010879
ENSMUSG00000027002	Nckap1	NM_016965
ENSMUSG00000022488	Nckap1l	NM_153505
ENSMUSG00000023009	Nckap5l	NM_001001884
ENSMUSG00000032598	Nckipsd	NM_030729
ENSMUSG00000026234	Ncl	NM_010880
ENSMUSG00000020238	Ncln	NM_134009
ENSMUSG00000043924	Ncmap	NM_181047
ENSMUSG00000043924	Ncmap	NM_001168498
ENSMUSG00000043924	Ncmap	NM_145555
ENSMUSG00000043924	Ncmap	NM_001168500
ENSMUSG00000043924	Ncmap	NM_001243306
ENSMUSG00000043924	Ncmap	NM_001243305
ENSMUSG00000020647	Ncoa1	NM_010881
ENSMUSG00000005886	Ncoa2	NM_008678
ENSMUSG00000005886	Ncoa2	NM_001077695
ENSMUSG00000027678	Ncoa3	NM_008679
ENSMUSG00000056234	Ncoa4	NM_001033988
ENSMUSG00000056234	Ncoa4	NM_019744
ENSMUSG00000039804	Ncoa5	NM_144892
ENSMUSG00000038369	Ncoa6	NM_001242558
ENSMUSG00000038369	Ncoa6	NM_019825
ENSMUSG00000018501	Ncor1	NM_177229
ENSMUSG00000018501	Ncor1	NM_001252313
ENSMUSG00000018501	Ncor1	NM_011308
ENSMUSG00000029478	Ncor2	NM_001253904
ENSMUSG00000029478	Ncor2	NM_011424
ENSMUSG00000029478	Ncor2	NM_001253905
ENSMUSG00000080316	Ncrna00085	NM_001162909
ENSMUSG00000062661	Ncs1	NM_019681
ENSMUSG00000003458	Ncstn	NM_021607
ENSMUSG00000024056	Ndc80	NM_023294
ENSMUSG00000022678	Nde1	NM_023317
ENSMUSG00000022678	Nde1	NM_001114085
ENSMUSG00000018736	Ndel1	NM_023668
ENSMUSG00000024425	Ndfip1	NM_022996
ENSMUSG00000053253	Ndfip2	NM_001190989
ENSMUSG00000053253	Ndfip2	NM_029561
ENSMUSG00000070520	Ndnl2	NM_023239
ENSMUSG00000040138	Ndp	NM_010883
ENSMUSG00000005125	Ndrg1	NM_008681
ENSMUSG00000036564	Ndrg4	NM_001195006
ENSMUSG00000036564	Ndrg4	NM_145602
ENSMUSG00000039308	Ndst2	NM_010811
ENSMUSG00000016427	Ndufa1	NM_019443
ENSMUSG00000026260	Ndufa10	NM_024197
ENSMUSG00000002379	Ndufa11	NM_027244
ENSMUSG00000020022	Ndufa12	NM_025551
ENSMUSG00000036199	Ndufa13	NM_023312
ENSMUSG00000014294	Ndufa2	NM_010885
ENSMUSG00000035674	Ndufa3	NM_025348
ENSMUSG00000029632	Ndufa4	NM_010886
ENSMUSG00000023089	Ndufa5	NM_026614
ENSMUSG00000022450	Ndufa6	NM_025987
ENSMUSG00000041881	Ndufa7	NM_023202
ENSMUSG00000000399	Ndufa9	NM_025358
ENSMUSG00000030869	Ndufab1	NM_028177
ENSMUSG00000027305	Ndufaf1	NM_027175
ENSMUSG00000068184	Ndufaf2	NM_001127346
ENSMUSG00000070283	Ndufaf3	NM_023247
ENSMUSG00000027384	Ndufaf5	NM_027093
ENSMUSG00000024082	Ndufaf7	NM_028611
ENSMUSG00000040048	Ndufb10	NM_026684
ENSMUSG00000031059	Ndufb11	NM_019435
ENSMUSG00000002416	Ndufb2	NM_026612
ENSMUSG00000026032	Ndufb3	NM_025597
ENSMUSG00000022820	Ndufb4	NM_026610
ENSMUSG00000027673	Ndufb5	NM_025316
ENSMUSG00000033938	Ndufb7	NM_025843
ENSMUSG00000025204	Ndufb8	NM_026061
ENSMUSG00000022354	Ndufb9	NM_023172
ENSMUSG00000025968	Ndufs1	NM_001160039
ENSMUSG00000025968	Ndufs1	NM_145518
ENSMUSG00000025968	Ndufs1	NM_001160040
ENSMUSG00000025968	Ndufs1	NM_001160038
ENSMUSG00000013593	Ndufs2	NM_153064
ENSMUSG00000005510	Ndufs3	NM_026688
ENSMUSG00000021764	Ndufs4	NM_010887
ENSMUSG00000021606	Ndufs6	NM_010888
ENSMUSG00000059734	Ndufs8	NM_001271444
ENSMUSG00000059734	Ndufs8	NM_144870
ENSMUSG00000037916	Ndufv1	NM_133666
ENSMUSG00000024099	Ndufv2	NM_028388
ENSMUSG00000024038	Ndufv3	NM_030087
ENSMUSG00000024038	Ndufv3	NM_001083891
ENSMUSG00000053702	Nebl	NM_028757
ENSMUSG00000027489	Necab3	NM_021546
ENSMUSG00000030327	Necap1	NM_026267
ENSMUSG00000028923	Necap2	NM_025383
ENSMUSG00000019988	Nedd1	NM_008682
ENSMUSG00000024589	Nedd4l	NM_001114386
ENSMUSG00000024589	Nedd4l	NM_031881
ENSMUSG00000010376	Nedd8	NM_008683
ENSMUSG00000021365	Nedd9	NM_001111324
ENSMUSG00000021365	Nedd9	NM_017464
ENSMUSG00000032298	Neil1	NM_028347
ENSMUSG00000039396	Neil3	NM_146208
ENSMUSG00000031644	Nek1	NM_175089
ENSMUSG00000026622	Nek2	NM_010892
ENSMUSG00000031478	Nek3	NM_011848
ENSMUSG00000031478	Nek3	NM_001162947
ENSMUSG00000026749	Nek6	NM_021606
ENSMUSG00000026749	Nek6	NM_001159631
ENSMUSG00000026393	Nek7	NM_021605
ENSMUSG00000034290	Nek9	NM_145138
ENSMUSG00000029111	Nelfa	NM_011914
ENSMUSG00000016253	Nelfcd	NM_020580
ENSMUSG00000024369	Nelfe	NM_138580
ENSMUSG00000024369	Nelfe	NM_001045863
ENSMUSG00000024369	Nelfe	NM_001045864
ENSMUSG00000020982	Nemf	NM_025441
ENSMUSG00000037499	Nenf	NM_025424
ENSMUSG00000004891	Nes	NM_016701
ENSMUSG00000021215	Net1	NM_019671
ENSMUSG00000021215	Net1	NM_001047159
ENSMUSG00000036902	Neto2	NM_001081324
ENSMUSG00000007038	Neu1	NM_010893
ENSMUSG00000035239	Neu3	NM_016720
ENSMUSG00000006435	Neurl1a	NM_021360
ENSMUSG00000006435	Neurl1a	NM_001163480
ENSMUSG00000034413	Neurl1b	NM_001081656
ENSMUSG00000039873	Neurl2	NM_001082974
ENSMUSG00000047180	Neurl3	NM_153408
ENSMUSG00000047284	Neurl4	NM_001013414
ENSMUSG00000038255	Neurod2	NM_010895
ENSMUSG00000039103	Nexn	NM_199465
ENSMUSG00000058099	Nfam1	NM_001271412
ENSMUSG00000058099	Nfam1	NM_028728
ENSMUSG00000058099	Nfam1	NM_001271411
ENSMUSG00000058099	Nfam1	NM_001271414
ENSMUSG00000058099	Nfam1	NM_001271413
ENSMUSG00000003847	Nfat5	NM_018823
ENSMUSG00000003847	Nfat5	NM_133957
ENSMUSG00000033016	Nfatc1	NM_001164110
ENSMUSG00000033016	Nfatc1	NM_001164112
ENSMUSG00000033016	Nfatc1	NM_001164111
ENSMUSG00000033016	Nfatc1	NM_198429
ENSMUSG00000033016	Nfatc1	NM_001164109
ENSMUSG00000033016	Nfatc1	NM_016791
ENSMUSG00000027544	Nfatc2	NM_010899
ENSMUSG00000027544	Nfatc2	NM_001136073
ENSMUSG00000027544	Nfatc2	NM_001037177
ENSMUSG00000027544	Nfatc2	NM_001037178
ENSMUSG00000030722	Nfatc2ip	NM_010900
ENSMUSG00000031902	Nfatc3	NM_010901
ENSMUSG00000023411	Nfatc4	NM_023699
ENSMUSG00000023411	Nfatc4	NM_001168346
ENSMUSG00000015839	Nfe2l2	NM_010902
ENSMUSG00000029832	Nfe2l3	NM_010903
ENSMUSG00000028565	Nfia	NM_001122952
ENSMUSG00000028565	Nfia	NM_010905
ENSMUSG00000028565	Nfia	NM_001122953
ENSMUSG00000008575	Nfib	NM_001113210
ENSMUSG00000008575	Nfib	NM_001113209
ENSMUSG00000008575	Nfib	NM_008687
ENSMUSG00000055053	Nfic	NM_026756
ENSMUSG00000055053	Nfic	NM_008688
ENSMUSG00000056749	Nfil3	NM_017373
ENSMUSG00000001911	Nfix	NM_001081981
ENSMUSG00000001911	Nfix	NM_010906
ENSMUSG00000001911	Nfix	NM_001081982
ENSMUSG00000028163	Nfkb1	NM_008689
ENSMUSG00000025225	Nfkb2	NM_001177369
ENSMUSG00000025225	Nfkb2	NM_019408
ENSMUSG00000025225	Nfkb2	NM_001177370
ENSMUSG00000021025	Nfkbia	NM_010907
ENSMUSG00000030595	Nfkbib	NM_010908
ENSMUSG00000036931	Nfkbid	NM_172142
ENSMUSG00000035356	Nfkbiz	NM_001159395
ENSMUSG00000035356	Nfkbiz	NM_001159394
ENSMUSG00000035356	Nfkbiz	NM_030612
ENSMUSG00000042185	Nfrkb	NM_172766
ENSMUSG00000027618	Nfs1	NM_010911
ENSMUSG00000029993	Nfu1	NM_001170591
ENSMUSG00000029993	Nfu1	NM_020045
ENSMUSG00000072889	Nfxl1	NM_133921
ENSMUSG00000023994	Nfya	NM_010913
ENSMUSG00000023994	Nfya	NM_001110832
ENSMUSG00000032897	Nfyc	NM_008692
ENSMUSG00000032897	Nfyc	NM_001048168
ENSMUSG00000021032	Ngb	NM_022414
ENSMUSG00000022204	Ngdn	NM_026890
ENSMUSG00000026259	Ngef	NM_019867
ENSMUSG00000026259	Ngef	NM_001111314
ENSMUSG00000000120	Ngfr	NM_033217
ENSMUSG00000046432	Ngfrap1	NM_001110233
ENSMUSG00000046432	Ngfrap1	NM_009750
ENSMUSG00000046432	Ngfrap1	NM_001110234
ENSMUSG00000021785	Ngly1	NM_021504
ENSMUSG00000047084	Ngrn	NM_031375
ENSMUSG00000026162	Nhej1	NM_029342
ENSMUSG00000048540	Nhlh2	NM_178777
ENSMUSG00000025078	Nhlrc2	NM_025811
ENSMUSG00000090113	Nhlrc4	NM_001039038
ENSMUSG00000001056	Nhp2	NM_026631
ENSMUSG00000063480	Nhp2l1	NM_011482
ENSMUSG00000059493	Nhs	NM_001081052
ENSMUSG00000039835	Nhsl1	NM_173390
ENSMUSG00000039835	Nhsl1	NM_001163592
ENSMUSG00000079481	Nhsl2	NM_001163610
ENSMUSG00000045502	Niacr1	NM_030701
ENSMUSG00000032606	Nicn1	NM_025449
ENSMUSG00000005397	Nid1	NM_010917
ENSMUSG00000026036	Nif3l1	NM_022988
ENSMUSG00000095930	Nim1	NM_175538
ENSMUSG00000021068	Nin	NM_001081453
ENSMUSG00000021068	Nin	NM_008697
ENSMUSG00000037966	Ninj1	NM_013610
ENSMUSG00000068115	Ninl	NM_207204
ENSMUSG00000031917	Nip7	NM_025391
ENSMUSG00000031917	Nip7	NM_001164472
ENSMUSG00000047037	Nipa1	NM_153578
ENSMUSG00000030452	Nipa2	NM_001256133
ENSMUSG00000030452	Nipa2	NM_001256131
ENSMUSG00000030452	Nipa2	NM_023647
ENSMUSG00000030452	Nipa2	NM_001256132
ENSMUSG00000030452	Nipa2	NM_001256130
ENSMUSG00000067219	Nipal1	NM_001081205
ENSMUSG00000038879	Nipal2	NM_145469
ENSMUSG00000028803	Nipal3	NM_028995
ENSMUSG00000020411	Nipal4	NM_172524
ENSMUSG00000022141	Nipbl	NM_027707
ENSMUSG00000022141	Nipbl	NM_201232
ENSMUSG00000021910	Nisch	NM_022656
ENSMUSG00000013997	Nit1	NM_012049
ENSMUSG00000013997	Nit1	NM_001242580
ENSMUSG00000022751	Nit2	NM_023175
ENSMUSG00000078532	Nkain1	NM_025998
ENSMUSG00000016409	Nkap	NM_025937
ENSMUSG00000021567	Nkd2	NM_028186
ENSMUSG00000021772	Nkiras1	NM_023526
ENSMUSG00000017837	Nkiras2	NM_028024
ENSMUSG00000044149	Nkrf	NM_029891
ENSMUSG00000001496	Nkx2-1	NM_001146198
ENSMUSG00000001496	Nkx2-1	NM_009385
ENSMUSG00000058669	Nkx2-9	NM_008701
ENSMUSG00000041309	Nkx6-2	NM_183248
ENSMUSG00000051790	Nlgn2	NM_198862
ENSMUSG00000031302	Nlgn3	NM_172932
ENSMUSG00000049871	Nlrc3	NM_001081280
ENSMUSG00000074151	Nlrc5	NM_001033207
ENSMUSG00000035177	Nlrp2	NM_177690
ENSMUSG00000032691	Nlrp3	NM_145827
ENSMUSG00000032109	Nlrx1	NM_001163742
ENSMUSG00000032109	Nlrx1	NM_178420
ENSMUSG00000032109	Nlrx1	NM_001163743
ENSMUSG00000027787	Nmd3	NM_133787
ENSMUSG00000037601	Nme1	NM_008704
ENSMUSG00000020857	Nme2	NM_008705
ENSMUSG00000020857	Nme2	NM_001077529
ENSMUSG00000073435	Nme3	NM_019730
ENSMUSG00000024177	Nme4	NM_019731
ENSMUSG00000035984	Nme5	NM_080637
ENSMUSG00000032478	Nme6	NM_018757
ENSMUSG00000026575	Nme7	NM_178071
ENSMUSG00000026575	Nme7	NM_138314
ENSMUSG00000026946	Nmi	NM_001141948
ENSMUSG00000026946	Nmi	NM_019401
ENSMUSG00000026946	Nmi	NM_001141949
ENSMUSG00000042751	Nmnat2	NM_175460
ENSMUSG00000032456	Nmnat3	NM_144533
ENSMUSG00000063445	Nmral1	NM_026393
ENSMUSG00000037847	Nmrk1	NM_145497
ENSMUSG00000004939	Nmrk2	NM_027120
ENSMUSG00000020936	Nmt1	NM_008707
ENSMUSG00000026643	Nmt2	NM_008708
ENSMUSG00000036285	Noa1	NM_019836
ENSMUSG00000003848	Nob1	NM_026277
ENSMUSG00000095567	Noc2l	NM_021303
ENSMUSG00000024999	Noc3l	NM_021315
ENSMUSG00000033294	Noc4l	NM_153570
ENSMUSG00000038058	Nod1	NM_172729
ENSMUSG00000038058	Nod1	NM_001171007
ENSMUSG00000055994	Nod2	NM_145857
ENSMUSG00000048616	Nog	NM_008711
ENSMUSG00000061458	Nol10	NM_001008421
ENSMUSG00000018433	Nol11	NM_001161329
ENSMUSG00000018433	Nol11	NM_133702
ENSMUSG00000014776	Nol3	NM_030152
ENSMUSG00000041923	Nol4	NM_001161483
ENSMUSG00000041923	Nol4	NM_199024
ENSMUSG00000021392	Nol8	NM_001271397
ENSMUSG00000021392	Nol8	NM_001081350
ENSMUSG00000028948	Nol9	NM_028727
ENSMUSG00000028948	Nol9	NM_001159599
ENSMUSG00000015176	Nolc1	NM_001039351
ENSMUSG00000015176	Nolc1	NM_001039353
ENSMUSG00000015176	Nolc1	NM_053086
ENSMUSG00000015176	Nolc1	NM_001039352
ENSMUSG00000001569	Nom1	NM_001033457
ENSMUSG00000030835	Nomo1	NM_153057
ENSMUSG00000031311	Nono	NM_023144
ENSMUSG00000031311	Nono	NM_001252518
ENSMUSG00000027133	Nop10	NM_025403
ENSMUSG00000036693	Nop14	NM_029278
ENSMUSG00000025869	Nop16	NM_178605
ENSMUSG00000027405	Nop56	NM_024193
ENSMUSG00000026020	Nop58	NM_018868
ENSMUSG00000019297	Nop9	NM_026403
ENSMUSG00000029361	Nos1	NM_008712
ENSMUSG00000003421	Nosip	NM_001163684
ENSMUSG00000003421	Nosip	NM_025533
ENSMUSG00000034738	Nostrin	NM_181547
ENSMUSG00000027878	Notch2	NM_010928
ENSMUSG00000038146	Notch3	NM_008716
ENSMUSG00000015468	Notch4	NM_010929
ENSMUSG00000037362	Nov	NM_010930
ENSMUSG00000030411	Nova2	NM_001029877
ENSMUSG00000031257	Nox1	NM_172203
ENSMUSG00000030562	Nox4	NM_015760
ENSMUSG00000019320	Noxo1	NM_027988
ENSMUSG00000021010	Npas3	NM_013780
ENSMUSG00000033054	Npat	NM_001081152
ENSMUSG00000024413	Npc1	NM_008720
ENSMUSG00000021242	Npc2	NM_023409
ENSMUSG00000015094	Npdc1	NM_008721
ENSMUSG00000039263	Npepl1	NM_213733
ENSMUSG00000001441	Npepps	NM_008942
ENSMUSG00000027378	Nphp1	NM_016902
ENSMUSG00000032558	Nphp3	NM_028721
ENSMUSG00000006649	Nphs1	NM_019459
ENSMUSG00000042684	Npl	NM_028749
ENSMUSG00000039703	Nploc4	NM_001195023
ENSMUSG00000039703	Nploc4	NM_199469
ENSMUSG00000057113	Npm1	NM_001252260
ENSMUSG00000057113	Npm1	NM_008722
ENSMUSG00000057113	Npm1	NM_001252261
ENSMUSG00000047911	Npm2	NM_181345
ENSMUSG00000056209	Npm3	NM_008723
ENSMUSG00000040998	Npnt	NM_001029836
ENSMUSG00000040998	Npnt	NM_033525
ENSMUSG00000029019	Nppb	NM_008726
ENSMUSG00000027931	Npr1	NM_008727
ENSMUSG00000028469	Npr2	NM_173788
ENSMUSG00000022206	Npr3	NM_008728
ENSMUSG00000022206	Npr3	NM_001039181
ENSMUSG00000010057	Nprl2	NM_018879
ENSMUSG00000020289	Nprl3	NM_181569
ENSMUSG00000025582	Nptx1	NM_008730
ENSMUSG00000029831	Npvf	NM_021892
ENSMUSG00000036437	Npy1r	NM_010934
ENSMUSG00000046949	Nqo2	NM_001163242
ENSMUSG00000046949	Nqo2	NM_020282
ENSMUSG00000046949	Nqo2	NM_001163241
ENSMUSG00000046949	Nqo2	NM_001163239
ENSMUSG00000020889	Nr1d1	NM_145434
ENSMUSG00000021775	Nr1d2	NM_011584
ENSMUSG00000060601	Nr1h2	NM_009473
ENSMUSG00000002108	Nr1h3	NM_013839
ENSMUSG00000002108	Nr1h3	NM_001177730
ENSMUSG00000005677	Nr1i3	NM_009803
ENSMUSG00000005677	Nr1i3	NM_001243063
ENSMUSG00000005677	Nr1i3	NM_001243062
ENSMUSG00000005897	Nr2c1	NM_011629
ENSMUSG00000005893	Nr2c2	NM_011630
ENSMUSG00000071078	Nr2c2ap	NM_001025587
ENSMUSG00000071078	Nr2c2ap	NM_001025586
ENSMUSG00000019803	Nr2e1	NM_152229
ENSMUSG00000030551	Nr2f2	NM_009697
ENSMUSG00000030551	Nr2f2	NM_183261
ENSMUSG00000002393	Nr2f6	NM_010150
ENSMUSG00000024431	Nr3c1	NM_008173
ENSMUSG00000023034	Nr4a1	NM_010444
ENSMUSG00000028341	Nr4a3	NM_015743
ENSMUSG00000063972	Nr6a1	NM_010264
ENSMUSG00000063972	Nr6a1	NM_001159549
ENSMUSG00000063972	Nr6a1	NM_001159548
ENSMUSG00000027852	Nras	NM_010937
ENSMUSG00000029148	Nrbp1	NM_147201
ENSMUSG00000075590	Nrbp2	NM_144847
ENSMUSG00000020598	Nrcam	NM_176930
ENSMUSG00000020598	Nrcam	NM_001146031
ENSMUSG00000053510	Nrd1	NM_146150
ENSMUSG00000021179	Nrde2	NM_183155
ENSMUSG00000042834	Nrep	NM_001267717
ENSMUSG00000042834	Nrep	NM_053078
ENSMUSG00000042834	Nrep	NM_001109989
ENSMUSG00000042834	Nrep	NM_001109988
ENSMUSG00000058440	Nrf1	NM_001164226
ENSMUSG00000058440	Nrf1	NM_010938
ENSMUSG00000058440	Nrf1	NM_001164227
ENSMUSG00000058440	Nrf1	NM_001164230
ENSMUSG00000058440	Nrf1	NM_001164228
ENSMUSG00000058440	Nrf1	NM_001164229
ENSMUSG00000062991	Nrg1	NM_178591
ENSMUSG00000060275	Nrg2	NM_001167891
ENSMUSG00000041014	Nrg3	NM_001190187
ENSMUSG00000041014	Nrg3	NM_008734
ENSMUSG00000041014	Nrg3	NM_001190188
ENSMUSG00000032311	Nrg4	NM_032002
ENSMUSG00000048490	Nrip1	NM_173440
ENSMUSG00000001520	Nrip2	NM_001162858
ENSMUSG00000001520	Nrip2	NM_021717
ENSMUSG00000052854	Nrk	NM_013724
ENSMUSG00000025810	Nrp1	NM_008737
ENSMUSG00000025969	Nrp2	NM_001077405
ENSMUSG00000025969	Nrp2	NM_010939
ENSMUSG00000025969	Nrp2	NM_001077407
ENSMUSG00000025969	Nrp2	NM_001077406
ENSMUSG00000025969	Nrp2	NM_001077404
ENSMUSG00000025969	Nrp2	NM_001077403
ENSMUSG00000033768	Nrxn2	NM_001205234
ENSMUSG00000033768	Nrxn2	NM_020253
ENSMUSG00000033768	Nrxn2	NM_001205235
ENSMUSG00000066392	Nrxn3	NM_001198587
ENSMUSG00000066392	Nrxn3	NM_172544
ENSMUSG00000066392	Nrxn3	NM_001252074
ENSMUSG00000060739	Nsa2	NM_021552
ENSMUSG00000021488	Nsd1	NM_008739
ENSMUSG00000031349	Nsdhl	NM_010941
ENSMUSG00000034187	Nsf	NM_008740
ENSMUSG00000027455	Nsfl1c	NM_198326
ENSMUSG00000062510	Nsl1	NM_198654
ENSMUSG00000028245	Nsmaf	NM_010945
ENSMUSG00000030750	Nsmce1	NM_026330
ENSMUSG00000059586	Nsmce2	NM_026746
ENSMUSG00000059586	Nsmce2	NM_001164604
ENSMUSG00000040331	Nsmce4a	NM_001162855
ENSMUSG00000021595	Nsun2	NM_145354
ENSMUSG00000050312	Nsun3	NM_178925
ENSMUSG00000028706	Nsun4	NM_028142
ENSMUSG00000000916	Nsun5	NM_145414
ENSMUSG00000029206	Nsun7	NM_027602
ENSMUSG00000020736	Nt5c	NM_015807
ENSMUSG00000025041	Nt5c2	NM_001164363
ENSMUSG00000025041	Nt5c2	NM_001164365
ENSMUSG00000025041	Nt5c2	NM_029810
ENSMUSG00000029780	Nt5c3	NM_001252374
ENSMUSG00000029780	Nt5c3	NM_026004
ENSMUSG00000017176	Nt5c3b	NM_026561
ENSMUSG00000017176	Nt5c3b	NM_001102650
ENSMUSG00000039480	Nt5dc1	NM_176968
ENSMUSG00000071547	Nt5dc2	NM_027289
ENSMUSG00000032420	Nt5e	NM_011851
ENSMUSG00000032615	Nt5m	NM_134029
ENSMUSG00000022681	Ntan1	NM_010946
ENSMUSG00000074121	Ntf5	NM_198190
ENSMUSG00000041429	Nthl1	NM_008743
ENSMUSG00000026857	Ntmt1	NM_170592
ENSMUSG00000020902	Ntn1	NM_008744
ENSMUSG00000079662	Ntn3	NM_010947
ENSMUSG00000020019	Ntn4	NM_021320
ENSMUSG00000031851	Ntpcr	NM_025636
ENSMUSG00000009772	Nuak2	NM_028778
ENSMUSG00000009772	Nuak2	NM_001195025
ENSMUSG00000022503	Nubp1	NM_011955
ENSMUSG00000039183	Nubp2	NM_011956
ENSMUSG00000035142	Nubpl	NM_029760
ENSMUSG00000030824	Nucb1	NM_008749
ENSMUSG00000030824	Nucb1	NM_001163662
ENSMUSG00000030659	Nucb2	NM_001130479
ENSMUSG00000030659	Nucb2	NM_016773
ENSMUSG00000026434	Nucks1	NM_001145804
ENSMUSG00000026434	Nucks1	NM_175294
ENSMUSG00000028851	Nudc	NM_010948
ENSMUSG00000038736	Nudcd1	NM_001113554
ENSMUSG00000038736	Nudcd1	NM_026149
ENSMUSG00000020328	Nudcd2	NM_026023
ENSMUSG00000053838	Nudcd3	NM_173748
ENSMUSG00000036639	Nudt1	NM_008637
ENSMUSG00000024228	Nudt12	NM_026497
ENSMUSG00000021809	Nudt13	NM_026341
ENSMUSG00000002804	Nudt14	NM_025399
ENSMUSG00000033405	Nudt15	NM_172527
ENSMUSG00000032565	Nudt16	NM_029385
ENSMUSG00000022516	Nudt16l1	NM_025839
ENSMUSG00000028100	Nudt17	NM_001162925
ENSMUSG00000028100	Nudt17	NM_030094
ENSMUSG00000045211	Nudt18	NM_153136
ENSMUSG00000031754	Nudt21	NM_026623
ENSMUSG00000037349	Nudt22	NM_026675
ENSMUSG00000024213	Nudt3	NM_019837
ENSMUSG00000020029	Nudt4	NM_027722
ENSMUSG00000025817	Nudt5	NM_016918
ENSMUSG00000050174	Nudt6	NM_153561
ENSMUSG00000031767	Nudt7	NM_024437
ENSMUSG00000031767	Nudt7	NM_024446
ENSMUSG00000024869	Nudt8	NM_025529
ENSMUSG00000029310	Nudt9	NM_028794
